# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat Mar 19 14:40:26 CET 2016
# isochrones PARSEC release v1.2S + COLIBRI release PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Rosenfield et al. (2016, arXiv:1603.05283)
# Photometric system: HST/WFC3 long-pass and extremely wide filters (UVIS1, final throughputs)
# Attention: photometry includes extinction of Av=0.124
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00400	Y = 0.25600	[M/H] = -0.583	eta_R = 0.200	Age = 	1.1000e+01 yr
#	Includes interstellar extinction of Av = 0.1240 mag
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F200LP1 F300X   F350LP  F475X   F600LP  F850LP	C/O	M_hec	period	pmode	logMdot	slope	int_IMF	stage
	0.004000	1.0414	7.0000000000	7.0000	4.1123	3.5950	0.5026	-5.511	-4.562	0.889	-4.758	-3.776	-5.702	-6.321	0.4787	0.0000	55.3	1	-12.736	0.000	3.3306136131	0
	0.004000	1.0414	7.5272402763	7.5272	4.1615	3.5951	0.4855	-5.634	-4.686	0.771	-4.881	-3.899	-5.825	-6.444	0.4787	0.0000	58.0	1	-12.667	0.000	3.3314802647	0
	0.004000	1.0414	8.0000000000	8.0000	4.2036	3.5951	0.4698	-5.739	-4.791	0.673	-4.987	-4.003	-5.931	-6.550	0.4787	0.0000	60.5	1	-12.599	0.000	3.3321142197	0
	0.004000	1.0414	8.0243024826	8.0243	4.2057	3.5951	0.4690	-5.744	-4.796	0.668	-4.992	-4.009	-5.936	-6.556	0.4787	0.0000	60.6	1	-12.595	0.000	3.3321435452	0
	0.004000	1.0414	9.0000000000	9.0000	4.2867	3.5951	0.4378	-5.947	-4.999	0.481	-5.194	-4.209	-6.140	-6.759	0.4787	0.0000	65.8	1	-12.455	0.000	3.3331298828	0
	0.004000	1.0414	9.0279531479	9.0280	4.2889	3.5951	0.4370	-5.952	-5.004	0.476	-5.200	-4.214	-6.145	-6.765	0.4787	0.0000	66.0	1	-12.451	0.000	3.3331534863	0
	0.004000	1.0414	10.0000000000	10.0000	4.3604	3.5951	0.4100	-6.131	-5.183	0.309	-5.379	-4.391	-6.325	-6.944	0.4787	0.0000	70.9	1	-12.332	0.000	3.3338441849	0
	0.004000	1.0414	10.0334930420	10.0335	4.3630	3.5951	0.4088	-6.137	-5.189	0.304	-5.385	-4.397	-6.331	-6.951	0.4787	0.0000	71.1	1	-12.326	0.000	3.3338642120	0
	0.004000	1.0414	11.0000000000	11.0000	4.4334	3.5945	0.3760	-6.314	-5.361	0.160	-5.557	-4.564	-6.505	-7.127	0.4787	0.0000	77.0	1	-12.156	0.000	3.3343617916	0
	0.004000	1.0414	11.0348691940	11.0349	4.4354	3.5945	0.3755	-6.319	-5.367	0.155	-5.562	-4.569	-6.510	-7.132	0.4787	0.0000	77.2	1	-12.155	0.000	3.3343772888	0
	0.004000	1.0414	12.0000000000	12.0000	4.4908	3.5948	0.3577	-6.457	-5.507	0.016	-5.703	-4.710	-6.651	-7.272	0.4787	0.0000	81.3	1	-12.089	0.000	3.3347461224	0
	0.004000	1.0414	14.0000000000	14.0000	4.5959	3.5951	0.3207	-6.720	-5.772	-0.239	-5.967	-4.974	-6.916	-7.536	0.4787	0.0000	90.0	1	-11.937	0.000	3.3352642059	0
